ID,SYMBOL,NAME,EXCHANGE
32403,INDB,Independent Bank Corp (Massachusetts),Nasdaq Global Select
32404,IWO,iShares Russell 2000 Growth,NYSE Arca
32405,GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity,NYSE Arca
32407,AUPH,Aurinia Pharmaceuticals Inc,NASDAQ Global Market
32408,AVK,Advent Convertible and Income Fund,New York Stock Exchange
32409,BSJK,Guggenheim BulletShares 2020 High Yield Corporate Bond,NYSE Arca
32410,HIO,Western Asset High Income Opportunity Fund Inc,New York Stock Exchange
32411,LN,LINE Corporation American Depositary Shares (each representing one share of),New York Stock Exchange
32412,NK,NantKwest Inc,Nasdaq Global Select
32413,NMZ,Nuveen Municipal High Income Opportunity Fund,New York Stock Exchange
32414,OILD,ProShares UltraPro 3x Short Crude Oil,NYSE Arca
32415,PTY,Pimco Corporate & Income Opportunity Fund,New York Stock Exchange
32417,CECO,Career Education Corporation,Nasdaq Global Select
32418,TR,Tootsie Roll Industries Inc,New York Stock Exchange
32419,CABO,Cable One Inc,New York Stock Exchange
32420,LCUT,Lifetime Brands Inc,Nasdaq Global Select
32421,IDOG,ALPS International Sector Dividend Dogs,NYSE Arca
32422,BWX,SPDR Bloomberg Barclays Intl Treasury Bd,NYSE Arca
32423,ERIE,Erie Indemnity Co,Nasdaq Global Select
32424,AAC,AAC Holdings Inc.,New York Stock Exchange
32425,BCX,BlackRock Resources and Commodities Strategy Trust,New York Stock Exchange
32426,GIM,Templeton Global Income Fund,New York Stock Exchange
32427,GPM,Guggenheim Enhanced Equity Income Fund,New York Stock Exchange
32428,HSTM,HealthStream Inc,Nasdaq Global Select
32430,AGM,Federal Agricultural Mortgage Corp,New York Stock Exchange
32431,DFFN,Diffusion Pharmaceuticals Inc,NASDAQ Capital Market
32432,VIVE,Viveve Medical Inc,NASDAQ Capital Market
32434,KEG,Key Energy Services Inc.,New York Stock Exchange
32435,UMH,UMH Properties Inc,New York Stock Exchange
32436,FIX,Comfort Systems USA Inc,New York Stock Exchange
32437,FDUS,Fidus Investment Corp,Nasdaq Global Select
32438,ANAT,American National Group Inc,Nasdaq Global Select
32440,CIVB,Civista Bancshares Inc,NASDAQ Capital Market
32441,RKDA,Arcadia Biosciences Inc,NASDAQ Capital Market
32442,XSLV,PowerShares S&P SmallCap Low Volatility Portfolio,NYSE Arca
32443,MORL,ETRACS Monthly Pay 2XLeveraged Mortgage REIT ETN,NYSE Arca
32444,OFIX,Orthofix Medical Inc,Nasdaq Global Select
32445,KVHI,KVH Industries Inc,Nasdaq Global Select
32446,TTGT,TechTarget Inc,NASDAQ Global Market
32447,HQH,Tekla Healthcare Investors,New York Stock Exchange
32448,IWX,iShares Russell Top 200 Value,NYSE Arca
32449,ARCB,ArcBest Corp,Nasdaq Global Select
32450,WABC,Westamerica Bancorp,Nasdaq Global Select
32451,ACRX,AcelRx Pharmaceuticals Inc,NASDAQ Global Market
32452,CAF,Morgan Stanley China A Share Fund Inc,New York Stock Exchange
32453,CAI,CAI International Inc,New York Stock Exchange
32454,CNBKA,Century Bancorp Inc,Nasdaq Global Select
32455,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,NASDAQ Global Market
32456,GLMD,Galmed Pharmaceuticals Ltd,NASDAQ Capital Market
32457,GLOP,GasLog Partners LP,New York Stock Exchange
32459,LODE,Comstock Mining Inc,NYSE American
32461,MDWD,Mediwound Ltd,NASDAQ Global Market
32462,MG,Mistras Group Inc,New York Stock Exchange
32463,NOVN,Novan Inc,NASDAQ Global Market
32464,OIA,Invesco Municipal Income Opportunities Trust,New York Stock Exchange
32465,OILU,ProShares UltraPro 3x Crude Oil,NYSE Arca
32466,OPESU,Opes Acquisition Corp. Unit,NASDAQ Capital Market
32468,TANH,Tantech Holdings Ltd,NASDAQ Capital Market
32469,TEI,Templeton Emerging Markets Income Fund,New York Stock Exchange
32470,TTT,ProShares UltraPro Short 20 Year Treasury,NYSE Arca
32471,UNT,Unit Corporation,New York Stock Exchange
32472,VHC,VirnetX Holding Corp,NYSE American
32473,ZFGN,Zafgen Inc.,Nasdaq Global Select
32474,ZSAN,Zosano Pharma Corp,NASDAQ Capital Market
32475,BKF,iShares MSCI BRIC Index Fund,NYSE Arca
32476,VHI,Valhi Inc,New York Stock Exchange
32477,PUK,Prudential Public Limited Company,New York Stock Exchange
32478,CCXI,ChemoCentryx Inc,Nasdaq Global Select
32479,UBFO,United Security Bancshares,Nasdaq Global Select
32480,CNXN,PC Connection Inc,Nasdaq Global Select
32481,JAX,J Alexanders Holdings Inc,New York Stock Exchange
32482,SONA,Southern National Bancorp of Virginia Inc,NASDAQ Global Market
32483,ARA,American Renal Associates Holdings Inc,New York Stock Exchange
32485,DLB,Dolby Laboratories Inc,New York Stock Exchange
32486,HAYN,Haynes International Inc,Nasdaq Global Select
32487,TCX,Tucows Inc,NASDAQ Capital Market
32488,TPB,Turning Point Brands Inc,New York Stock Exchange
32489,KIN,Kindred Biosciences Inc,NASDAQ Capital Market
32491,CII,BlackRock Enhanced Capital And Income Fund Inc,New York Stock Exchange
32492,DWM,WisdomTree International Equity Fund,NYSE Arca
32493,SPMD,SPDR Portfolio Mid Cap,NYSE Arca
32494,SPLG,SPDR Series Trust Portfolio Large Cap,NYSE Arca
32495,MACK,Merrimack Pharmaceuticals Inc,NASDAQ Global Market
32496,ACST,Acasti Pharma Inc,NASDAQ Capital Market
32497,THQ,Tekla Healthcare Opportunities Fund,New York Stock Exchange
32498,EZM,WisdomTree U.S. MidCap Earnings Fund,NYSE Arca
32500,IYW,iShares U.S. Technology,NYSE Arca
32501,BTO,John Hancock Financial Opportunities Fund,New York Stock Exchange
32502,FFWM,First Foundation Inc,NASDAQ Global Market
32503,BLOK,Amplify Transformational Data Sharing,NYSE Arca
32504,BIP,Brookfield Infrastructure Partners LP,New York Stock Exchange
32505,CAC,Camden National Corp,Nasdaq Global Select
32506,NATH,Nathan's Famous Inc,Nasdaq Global Select
32507,ANDE,Andersons Inc,Nasdaq Global Select
32508,CTWS,Connecticut Water Service Inc.,Nasdaq Global Select
32509,WIW,Western Asset Inflation-Linked Opportunities & Income Fund,New York Stock Exchange
32510,YUMA,Yuma Energy Inc.,NYSE American
32511,CARO,Carolina Financial Corporation,NASDAQ Capital Market
32512,MCS,Marcus Corp,New York Stock Exchange
32513,GOOD,Gladstone Commercial Corp,Nasdaq Global Select
32514,CIA,Citizens Inc,New York Stock Exchange
32515,CLW,Clearwater Paper Corp,New York Stock Exchange
32516,AMRK,A-Mark Precious Metals Inc,Nasdaq Global Select
32517,ATHX,Athersys Inc,NASDAQ Capital Market
32519,CEM,Clearbridge MLP and Midstream Fund Inc,New York Stock Exchange
32521,DGII,Digi International Inc,Nasdaq Global Select
32523,GMRE,Global Medical REIT Inc,New York Stock Exchange
32524,IHD,Voya Emerging Markets High Dividend Equity Fund,New York Stock Exchange
32525,IXN,iShares Global Tech,NYSE Arca
32526,KRYS,Krystal Biotech Inc,NASDAQ Capital Market
32527,NTIP,Network-1 Technologies Inc,NYSE American
32528,ORN,Orion Group Holdings Inc,New York Stock Exchange
32529,PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,NASDAQ Global Market
32530,PLXP,PLx Pharma Inc,NASDAQ Capital Market
32531,SLGL,Sol Gel Technologies Ltd,NASDAQ Global Market
32532,SPEX,Spherix Incorporated,NASDAQ Capital Market
32533,VLGEA,Village Super Market Inc,Nasdaq Global Select
32534,YTRA,Yatra Online Inc,NASDAQ Capital Market
32535,JO,iPath Bloomberg Coffee Subindex Total Return SM Index ETN,NYSE Arca
32536,MKL,Markel Corp,New York Stock Exchange
32537,FNDB,Schwab Fundamental U.S. Broad Market Index,NYSE Arca
32539,EOI,Eaton Vance Enhanced Equity Income Fund,New York Stock Exchange
32541,WRLD,World Acceptance Corp,Nasdaq Global Select
32543,QAI,IQ Hedge MultiIQ Hedge Multi-Strategy Tracker,NYSE Arca
32544,FICO,Fair Isaac Corp,New York Stock Exchange
32545,GRC,Gorman-Rupp Co,New York Stock Exchange
32546,OLP,One Liberty Properties Inc,New York Stock Exchange
32547,PZN,Pzena Investment Management Inc,New York Stock Exchange
32548,SYBT,Stock Yards Bancorp Inc,Nasdaq Global Select
32550,HWKN,Hawkins Inc,Nasdaq Global Select
32551,PICB,PowerShares International Corporate Bond Portfolio,NYSE Arca
32552,DHY,Credit Suisse High Yield Bond Fund,NYSE American
32553,SJW,SJW Group,New York Stock Exchange
32554,GFF,Griffon Corp,New York Stock Exchange
32555,LRGF,iShares Edge MSCI Multifactor USA,NYSE Arca
32556,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 3X Shares,NYSE Arca
32557,CHY,Calamos Convertible & High Income Fund,Nasdaq Global Select
32558,LEO,BNY Mellon Strategic Municipals Inc,New York Stock Exchange
32559,TORC,"resTORbio, Inc.",Nasdaq Global Select
32561,CEVA,CEVA Inc,Nasdaq Global Select
32562,FLY,FLY Leasing Ltd,New York Stock Exchange
32563,AGX,Argan Inc,New York Stock Exchange
32564,XOMA,XOMA Corp,NASDAQ Global Market
32565,SMP,Standard Motor Products Inc,New York Stock Exchange
32567,NVIV,InVivo Therapeutics Holdings Corp,NASDAQ Global Market
32568,AIA,iShares Asia 50 ETF,NASDAQ Global Market
32570,DCAR,DropCar Inc.,NASDAQ Capital Market
32571,EFZ,ProShares Short MSCI EAFE,NYSE Arca
32572,GNK,Genco Shipping & Trading Ltd,New York Stock Exchange
32573,HCCI,Heritage-Crystal Clean Inc,Nasdaq Global Select
32574,HQL,Tekla Life Sciences Investors,New York Stock Exchange
32575,IGI,Western Asset Investment Grade Defined Opportunity Trust Inc,New York Stock Exchange
32576,ILPT,Industrial Logistics Properties Trust,Nasdaq Global Select
32577,JPGE,JPMorgan Diversified Return Global Equity,NYSE Arca
32578,KIDS,OrthoPediatrics Corp,NASDAQ Global Market
32579,PFN,PIMCO Income Strategy Fund II,New York Stock Exchange
32580,PULM,Pulmatrix Inc,NASDAQ Global Market
32581,SCYX,SCYNEXIS Inc,NASDAQ Global Market
32582,SECO,Secoo Holding Ltd,NASDAQ Global Market
32583,XPL,Solitario Zinc Corp,NYSE American
32586,EIG,Employers Holdings Inc,New York Stock Exchange
32588,CHCO,City Holding Co,Nasdaq Global Select
32589,STK,Columbia Seligman Premium Technology Growth Fund Inc,New York Stock Exchange
32590,NXTD,NXT-ID Inc,NASDAQ Capital Market
32591,IBCP,Independent Bank Corp (Michigan),Nasdaq Global Select
32592,DNP,DNP Select Income Fund Inc,New York Stock Exchange
32593,INSW,International Seaways Inc,New York Stock Exchange
32594,NCV,Allianzgi Convertible & Income Fund,New York Stock Exchange
32595,DCIX,Diana Containerships Inc.,Nasdaq Global Select
32597,PCN,Pimco Corporate & Income Strategy Fund,New York Stock Exchange
32598,IBDL,iShares iBonds Dec 2020 Term Corporate,NYSE Arca
32599,CHT,Chunghwa Telecom Co. Ltd.,New York Stock Exchange
32601,EAD,Wells Fargo Income Opportunities Fund,NYSE American
32602,MBWM,Mercantile Bank Corp,Nasdaq Global Select
32603,ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,New York Stock Exchange
32604,RCKY,Rocky Brands Inc,Nasdaq Global Select
32605,KAMN,Kaman Corp,New York Stock Exchange
32606,ZIV,VelocityShares Daily Inverse VIX Medium Term ETN,NASDAQ Global Market
32607,USM,United States Cellular Corp,New York Stock Exchange
32608,POWI,Power Integrations Inc,Nasdaq Global Select
32609,TDW,Tidewater Inc,New York Stock Exchange
32610,HIL,Hill International Inc,New York Stock Exchange
32612,NAD,Nuveen Quality Municipal Income Fund,New York Stock Exchange
32613,OOMA,Ooma Inc,New York Stock Exchange
32614,NTRA,Natera Inc,Nasdaq Global Select
32615,PGC,Peapack-Gladstone Financial Corp,Nasdaq Global Select
32616,MSL,MidSouth Bancorp,New York Stock Exchange
32617,EPV,ProShares UltraShort FTSE Europe,NYSE Arca
32618,UVE,Universal Insurance Holdings Inc,New York Stock Exchange
32619,ATAX,America First Multifamily Investors LP,Nasdaq Global Select
32622,DPG,Duff & Phelps Utility and Infrastructure Fund Inc,New York Stock Exchange
32625,FPF,First Trust Intermediate Duration Preferred & Income Fund,New York Stock Exchange
32626,FXF,Guggenheim CurrencyShares Swiss Franc Trust,NYSE Arca
32627,FXN,First Trust Energy AlphaDEX Fund,NYSE Arca
32629,MBOT,Microbot Medical Inc,NASDAQ Capital Market
32630,MIXT,MiX Telematics Limited American Depositary Shares each representing 25,New York Stock Exchange
32631,MOTS,Motus GI Holdings Inc,NASDAQ Capital Market
32632,MTL,Mechel PAO American Depositary Shares (Each rep. 1),New York Stock Exchange
32633,NEXT,NextDecade Corp,NASDAQ Capital Market
32634,NFBK,Northfield Bancorp Inc,Nasdaq Global Select
32635,NL,NL Industries Inc,New York Stock Exchange
32636,NRO,Neuberger Berman Real Estate Securities Income Fund Inc,NYSE American
32637,OTIV,On Track Innovations Ltd,NASDAQ Capital Market
32640,UGL,ProShares Ultra Gold,NYSE Arca
32641,UGLD,VelocityShares 3x Long Gold ETN,NASDAQ Global Market
32642,USEG,US Energy Corp,NASDAQ Capital Market
32643,VTA,Invesco Dynamic Credit Opportunities Fund,New York Stock Exchange
32644,SHG,Shinhan Financial Group Co Ltd American Depositary Shares,New York Stock Exchange
32646,APTO,Aptose Biosciences Inc,NASDAQ Capital Market
32648,CORR,CorEnergy Infrastructure Trust Inc,New York Stock Exchange
32649,FXR,First Trust Industrials AlphaDEX,NYSE Arca
32650,REV,Revlon Inc,New York Stock Exchange
32651,ARGT,Global X MSCI Argentina,NYSE Arca
32652,EGY,VAALCO Energy Inc,New York Stock Exchange
32653,MRSN,Mersana Therapeutics Inc,Nasdaq Global Select
32654,VHT,Vanguard Health Care,NYSE Arca
32655,VBK,Vanguard Small-Cap Growth,NYSE Arca
32657,SYX,Systemax Inc,New York Stock Exchange
32658,GHM,Graham Corp,New York Stock Exchange
32659,GWX,SPDR S&P International SmallCap,NYSE Arca
32660,GCO,Genesco Inc,New York Stock Exchange
32661,SNSS,Sunesis Pharmaceuticals Inc,NASDAQ Capital Market
32662,JBSS,John B Sanfilippo & Son Inc,Nasdaq Global Select
32663,CUB,Cubic Corp,New York Stock Exchange
32664,RGR,Sturm Ruger & Company Inc,New York Stock Exchange
32665,QTEC,First Trust NASDAQ-100- Technology Index Fund,NASDAQ Global Market
32666,LPTH,LightPath Technologies Inc,NASDAQ Capital Market
32667,MITT,AG Mortgage Investment Trust Inc,New York Stock Exchange
32669,TTEC,TTEC Holdings Inc,Nasdaq Global Select
32670,FISI,Financial Institutions Inc,Nasdaq Global Select
32671,VCYT,Veracyte Inc,NASDAQ Global Market
32672,CGEN,Compugen Ltd,NASDAQ Global Market
32673,SMM,Salient Midstream & MLP Fund,New York Stock Exchange
32674,FM,iShares MSCI Frontier 100 Fund,NYSE Arca
32675,JPC,Nuveen Preferred & Income Opportunities Fund,New York Stock Exchange
32676,MOFG,Midwestone Financial Group Inc (IOWA),Nasdaq Global Select
32678,IPKW,PowerShares International BuyBack Achievers Portfolio,NASDAQ Global Market
32679,NVR,NVR Inc,New York Stock Exchange
32680,RNST,Renasant Corp,Nasdaq Global Select
32681,ULBI,Ultralife Corp,NASDAQ Global Market
32682,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ Global Market
32683,SCHC,Schwab International Small-Cap Equity,NYSE Arca
32684,ESE,ESCO Technologies Inc,New York Stock Exchange
32685,FBMS,First Bancshares Inc (Mississippi),NASDAQ Global Market
32686,ACIU,AC Immune SA,NASDAQ Global Market
32687,KELYA,Kelly Services Inc,Nasdaq Global Select
32688,TMP,Tompkins Financial Corp,NYSE American
32689,MGEN,miRagen Therapeutics Inc,NASDAQ Capital Market
32690,SQBG,Sequential Brands Group Inc,NASDAQ Capital Market
32691,WIP,SPDR Citi International Government Inflation-Protected Bond,NYSE Arca
32692,ACRE,Ares Commercial Real Estate Corp,New York Stock Exchange
32693,IMOS,ChipMOS TECHNOLOGIES INC.,Nasdaq Global Select
32694,HFRO,Highland Income Fund,New York Stock Exchange
32695,SPOK,Spok Holdings Inc,Nasdaq Global Select
32696,ABTX,Allegiance Bancshares Inc,NASDAQ Global Market
32698,CAMT,Camtek Ltd,NASDAQ Global Market
32699,DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc,New York Stock Exchange
32700,DGLD,VelocityShares 3x Inverse Gold ETN,NASDAQ Global Market
32701,DGS,WisdomTree Emerging Market SmallCap Fund,NYSE Arca
32702,ERY,Direxion Daily Energy Bear 3X Shares,NYSE Arca
32703,HMLP,Hoegh LNG Partners LP,New York Stock Exchange
32704,MCBC,Macatawa Bank Corp,Nasdaq Global Select
32705,MDIV,First Trust Multi-Asset Diversified Income Index Fund,NASDAQ Global Market
32706,NIM,Nuveen Select Maturities Municipal Fund,New York Stock Exchange
32707,NRP,Natural Resource Partners LP,New York Stock Exchange
32708,PBT,Permian Basin Royalty Trust,New York Stock Exchange
32709,PLUS,ePlus inc,Nasdaq Global Select
32711,SELB,Selecta Biosciences Inc,NASDAQ Global Market
32712,TBF,ProShares Short 20+ Year Treasury,NYSE Arca
32713,THFF,First Financial Corp,Nasdaq Global Select
32714,YIN,Yintech Investment Holdings Ltd,Nasdaq Global Select
32715,FGB,First Trust Specialty Finance and Financial Opportunities Fund,New York Stock Exchange
32716,GDP,Goodrich Petroleum Corp,NYSE American
32717,RFIL,RF Industries Ltd,NASDAQ Global Market
32718,NCSM,NCS Multistage Holdings Inc,Nasdaq Global Select
32719,PRFT,Perficient Inc,Nasdaq Global Select
32720,PFS,Provident Financial Services Inc,New York Stock Exchange
32721,CSWI,CSW Industrials Inc,Nasdaq Global Select
32723,TPHS,Trinity Place Holdings Inc,NYSE American
32725,ECON,Columbia Emerging Markets Consumer,NYSE Arca
32726,HYLB,Xtrackers USD High Yield Corporate Bond,NYSE Arca
32727,DEM,WisdomTree Emerging Markets High Dividend Fund,NYSE Arca
32728,BLBD,Blue Bird Corp,NASDAQ Global Market
32729,NCNA,NuCana PLC,Nasdaq Global Select
32730,BSCM,Guggenheim BulletShares 2022 Corporate Bond,NYSE Arca
32731,KMPH,KemPharm Inc,NASDAQ Global Market
32733,PDP,PowerShares DWA Momentum Portfolio,NASDAQ Global Market
32734,ZLAB,Zai Lab Ltd,NASDAQ Global Market
32735,AMSC,American Superconductor Corp,Nasdaq Global Select
32736,RCKT,Rocket Pharmaceuticals Inc,NASDAQ Global Market
32737,VNQI,Vanguard Global ex-U.S. Real Estate ETF,NASDAQ Global Market
32738,TGB,Taseko Mines Ltd,NYSE American
32739,FBT,First Trust Amex Biotech Index Fund,NYSE Arca
32740,YRD,Yiren Digital Ltd,New York Stock Exchange
32741,AOM,iShares Core Moderate Allocation,NYSE Arca
32742,FGM,First Trust Germany AlphaDEX Fund,NASDAQ Global Market
32743,GLO,Clough Global Opportunities Fund,NYSE American
32744,RWM,ProShares Short Russell2000,NYSE Arca
32745,LEMB,iShares J.P. Morgan EM Local Currency Bond,NYSE Arca
32746,GAIN,Gladstone Investment Corp,Nasdaq Global Select
32748,LRN,K12 Inc,New York Stock Exchange
32749,RAVN,Raven Industries Inc,Nasdaq Global Select
32750,GNT,Gamco Natural Resources Gold & Income Trust,New York Stock Exchange
32751,GXG,Global X MSCI Colombia,NYSE Arca
32752,MBIO,Mustang Bio Inc,NASDAQ Global Market
32754,ARDC,Ares Dynamic Credit Allocation Fund Inc,New York Stock Exchange
32756,CLSN,Celsion Corp,NASDAQ Capital Market
32757,COPX,Global X Copper Miners,NYSE Arca
32758,ECC,Eagle Point Credit Company Inc,New York Stock Exchange
32759,EFT,Eaton Vance Floating-Rate Income Trust,New York Stock Exchange
32760,EHI,Western Asset Global High Income Fund Inc,New York Stock Exchange
32761,EOD,Wells Fargo Global Dividend Opportunity Fund,New York Stock Exchange
32763,FSD,First Trust High Income Long/Short Fund,New York Stock Exchange
32764,HLG,Hailiang Education Group Inc,NASDAQ Global Market
32765,IFRX,Inflarx NV,Nasdaq Global Select
32766,IRR,Voya Natural Resources Equity Income Fund,New York Stock Exchange
32767,JGH,Nuveen Global High Income Fund,New York Stock Exchange
32769,KNOP,Knot Offshore Partners LP,New York Stock Exchange
32771,LMBS,First Trust Low Duration Opportunities ETF,NASDAQ Global Market
32772,MMAC,MMA Capital Holdings Inc,NASDAQ Capital Market
32776,OCX,OncoCyte Corp,NYSE American
32777,RENN,Renren Inc,New York Stock Exchange
32778,SMRT,Stein Mart Inc,Nasdaq Global Select
32779,TRK,Speedway Motorsports Inc.,New York Stock Exchange
32780,VRTV,Veritiv Corp,New York Stock Exchange
32781,WKHS,Workhorse Group Inc,NASDAQ Capital Market
32782,TSI,TCW Strategic Income Fund Inc,New York Stock Exchange
32783,CLLS,Cellectis S.A.,NASDAQ Global Market
32784,JJSF,J & J Snack Foods Corp,Nasdaq Global Select
32785,NTEC,Intec Pharma Ltd,NASDAQ Capital Market
32786,TTEK,Tetra Tech Inc,Nasdaq Global Select
32787,CTBI,Community Trust Bancorp Inc,Nasdaq Global Select
32788,REMX,VanEck Vectors Rare Earth Strategic Metals,NYSE Arca
32789,CCF,Chase Corp,NYSE American
32790,YCS,ProShares UltraShort Yen New,NYSE Arca
